OrderID,OrderDate,WarehouseID,ShipmentDate,DeliveryDate,DelayDays
O001271,2023-10-15,W05,2023-10-23,2023-10-26,0
O001272,2023-04-30,W03,2023-05-04,2023-05-08,1
O001273,2023-10-29,W04,2023-10-30,2023-11-03,1
O001274,2023-06-14,W03,2023-06-18,2023-06-22,1
O001275,2023-07-01,W01,2023-07-08,2023-07-11,0
O001276,2023-08-11,W01,2023-08-13,2023-08-19,3
O001277,2023-11-07,W05,2023-11-09,2023-11-15,3
O001278,2023-01-07,W04,2023-01-13,2023-01-18,2
O001279,2023-11-26,W05,2023-12-05,2023-12-06,0
O001280,2023-09-20,W04,2023-09-23,2023-09-24,0
O001281,2023-06-10,W04,2023-06-17,2023-06-19,0
O001282,2023-05-31,W05,2023-06-09,2023-06-12,0
O001283,2023-03-26,W03,2023-04-04,2023-04-08,1
O001284,2023-05-27,W02,2023-05-31,2023-06-06,3
O001285,2023-04-22,W04,2023-04-24,2023-04-29,2
O001286,2023-02-05,W01,2023-02-06,2023-02-12,3
O001287,2023-10-12,W05,2023-10-18,2023-10-21,0
O001288,2023-07-07,W03,2023-07-12,2023-07-14,0
O001289,2023-03-23,W04,2023-03-29,2023-04-04,3
O001290,2023-01-02,W03,2023-01-09,2023-01-10,0
O001291,2023-10-30,W05,2023-11-08,2023-11-13,2
O001292,2023-07-16,W01,2023-07-22,2023-07-23,0
O001293,2023-01-11,W04,2023-01-17,2023-01-22,2
O001294,2023-08-22,W04,2023-08-25,2023-08-29,1
O001295,2023-07-14,W03,2023-07-22,2023-07-27,2
O001296,2023-04-29,W05,2023-05-08,2023-05-12,1
O001297,2023-01-20,W02,2023-01-21,2023-01-24,0
O001298,2023-09-18,W04,2023-09-24,2023-09-25,0
O001299,2023-10-20,W01,2023-10-27,2023-11-01,2
O001300,2023-09-13,W04,2023-09-21,2023-09-26,2
O001301,2023-08-10,W04,2023-08-18,2023-08-20,0
O001302,2023-08-14,W02,2023-08-21,2023-08-22,0
O001303,2023-02-22,W02,2023-03-02,2023-03-05,0
O001304,2023-12-21,W05,2023-12-30,2024-01-03,1
O001305,2023-12-08,W04,2023-12-15,2023-12-18,0
O001306,2023-12-30,W04,2024-01-02,2024-01-04,0
O001307,2023-10-07,W03,2023-10-16,2023-10-19,0
O001308,2023-03-22,W03,2023-03-23,2023-03-27,1
O001309,2023-07-21,W01,2023-07-29,2023-07-30,0
O001310,2023-06-07,W01,2023-06-13,2023-06-19,3
O001311,2023-04-30,W03,2023-05-03,2023-05-05,0
O001312,2023-02-28,W01,2023-03-09,2023-03-14,2
O001313,2023-08-03,W04,2023-08-09,2023-08-14,2
O001314,2023-05-08,W02,2023-05-15,2023-05-16,0
O001315,2023-08-12,W04,2023-08-14,2023-08-20,3
O001316,2023-07-28,W03,2023-07-29,2023-08-01,0
O001317,2023-04-25,W05,2023-04-26,2023-05-01,2
O001318,2023-07-28,W05,2023-07-31,2023-08-02,0
O001319,2023-01-14,W03,2023-01-17,2023-01-23,3
O001320,2023-01-09,W04,2023-01-17,2023-01-21,1
O001321,2023-02-09,W01,2023-02-16,2023-02-19,0
O001322,2023-08-25,W01,2023-09-02,2023-09-08,3
O001323,2023-10-08,W05,2023-10-09,2023-10-13,1
O001324,2023-12-25,W03,2023-12-29,2024-01-04,3
O001325,2023-07-20,W03,2023-07-28,2023-08-03,3
O001326,2023-09-03,W02,2023-09-05,2023-09-08,0
O001327,2023-10-05,W05,2023-10-12,2023-10-14,0
O001328,2023-08-23,W03,2023-08-31,2023-09-04,1
O001329,2023-01-04,W02,2023-01-13,2023-01-15,0
O001330,2023-06-03,W01,2023-06-10,2023-06-14,1
O001331,2023-01-29,W05,2023-02-07,2023-02-10,0
O001332,2023-04-19,W05,2023-04-21,2023-04-23,0
O001333,2023-04-08,W03,2023-04-09,2023-04-12,0
O001334,2023-08-03,W03,2023-08-04,2023-08-10,3
O001335,2023-10-20,W04,2023-10-24,2023-10-30,3
O001336,2023-03-16,W01,2023-03-17,2023-03-20,0
O001337,2023-11-22,W01,2023-11-29,2023-12-03,1
O001338,2023-05-26,W02,2023-06-03,2023-06-09,3
O001339,2023-05-08,W02,2023-05-11,2023-05-15,1
O001340,2023-12-07,W04,2023-12-08,2023-12-10,0
O001341,2023-02-11,W01,2023-02-14,2023-02-19,2
O001342,2023-12-22,W02,2023-12-24,2023-12-30,3
O001343,2023-02-10,W01,2023-02-16,2023-02-22,3
O001344,2023-02-03,W01,2023-02-10,2023-02-11,0
O001345,2023-01-17,W02,2023-01-26,2023-01-30,1
O001346,2023-06-14,W03,2023-06-19,2023-06-22,0
O001347,2023-06-02,W03,2023-06-06,2023-06-07,0
O001348,2023-03-17,W02,2023-03-18,2023-03-20,0
O001349,2023-03-28,W04,2023-04-03,2023-04-04,0
O001350,2023-04-27,W05,2023-05-05,2023-05-06,0
O001351,2023-12-28,W01,2024-01-01,2024-01-06,2
O001352,2023-12-08,W05,2023-12-09,2023-12-14,2
O001353,2023-01-27,W02,2023-02-01,2023-02-02,0
O001354,2023-11-09,W01,2023-11-14,2023-11-19,2
O001355,2023-10-14,W05,2023-10-16,2023-10-21,2
O001356,2023-05-14,W03,2023-05-20,2023-05-21,0
O001357,2023-08-07,W04,2023-08-16,2023-08-20,1
O001358,2023-06-17,W05,2023-06-23,2023-06-28,2
O001359,2023-04-08,W04,2023-04-16,2023-04-17,0
O001360,2023-09-25,W03,2023-09-28,2023-10-02,1
O001361,2023-08-25,W05,2023-08-27,2023-09-02,3
O001362,2023-11-05,W02,2023-11-09,2023-11-14,2
O001363,2023-06-22,W01,2023-07-01,2023-07-02,0
O001364,2023-07-09,W03,2023-07-18,2023-07-23,2
O001365,2023-05-02,W04,2023-05-05,2023-05-09,1
O001366,2023-02-15,W04,2023-02-16,2023-02-17,0
O001367,2023-03-05,W03,2023-03-06,2023-03-10,1
O001368,2023-05-10,W02,2023-05-14,2023-05-20,3
O001369,2023-11-06,W02,2023-11-10,2023-11-13,0
O001370,2023-12-29,W04,2024-01-04,2024-01-06,0
O001371,2023-07-12,W03,2023-07-17,2023-07-20,0
O001372,2023-11-03,W03,2023-11-09,2023-11-14,2
O001373,2023-06-30,W01,2023-07-07,2023-07-11,1
O001374,2023-10-19,W04,2023-10-26,2023-10-27,0
O001375,2023-10-09,W02,2023-10-18,2023-10-22,1
O001376,2023-01-29,W05,2023-02-04,2023-02-09,2
O001377,2023-05-29,W02,2023-06-06,2023-06-07,0
O001378,2023-09-24,W02,2023-09-26,2023-09-29,0
O001379,2023-10-23,W05,2023-10-31,2023-11-04,1
O001380,2023-01-11,W04,2023-01-20,2023-01-22,0
O001381,2023-06-13,W01,2023-06-17,2023-06-23,3
O001382,2023-04-23,W02,2023-04-28,2023-05-04,3
O001383,2023-07-06,W02,2023-07-11,2023-07-16,2
O001384,2023-10-22,W04,2023-10-24,2023-10-29,2
O001385,2023-08-20,W04,2023-08-25,2023-08-29,1
O001386,2023-08-15,W03,2023-08-24,2023-08-27,0
O001387,2023-11-06,W04,2023-11-10,2023-11-13,0
O001388,2023-04-08,W04,2023-04-11,2023-04-13,0
O001389,2023-02-24,W02,2023-03-03,2023-03-05,0
O001390,2023-04-21,W01,2023-04-29,2023-05-03,1
O001391,2023-06-01,W02,2023-06-07,2023-06-08,0
O001392,2023-09-03,W04,2023-09-09,2023-09-12,0
O001393,2023-03-10,W03,2023-03-15,2023-03-16,0
O001394,2023-11-08,W01,2023-11-14,2023-11-15,0
O001395,2023-10-16,W03,2023-10-25,2023-10-29,1
O001396,2023-09-07,W05,2023-09-09,2023-09-11,0
O001397,2023-02-05,W03,2023-02-08,2023-02-09,0
O001398,2023-08-27,W03,2023-08-28,2023-09-01,1
O001399,2023-05-28,W04,2023-06-01,2023-06-03,0
O001400,2023-08-15,W04,2023-08-17,2023-08-18,0
O001401,2023-09-01,W04,2023-09-07,2023-09-08,0
O001402,2023-12-03,W04,2023-12-04,2023-12-06,0
O001403,2023-12-31,W04,2024-01-08,2024-01-14,3
O001404,2023-07-20,W03,2023-07-26,2023-07-28,0
O001405,2023-06-03,W05,2023-06-12,2023-06-17,2
O001406,2023-03-14,W04,2023-03-20,2023-03-25,2
O001407,2023-07-20,W05,2023-07-27,2023-07-31,1
O001408,2023-10-23,W05,2023-10-28,2023-11-01,1
O001409,2023-01-17,W02,2023-01-25,2023-01-28,0
O001410,2023-05-09,W02,2023-05-17,2023-05-22,2
O001411,2023-08-05,W01,2023-08-14,2023-08-16,0
O001412,2023-03-02,W02,2023-03-08,2023-03-13,2
O001413,2023-04-14,W04,2023-04-15,2023-04-21,3
O001414,2023-02-11,W05,2023-02-20,2023-02-24,1
O001415,2023-01-25,W01,2023-01-28,2023-02-03,3
O001416,2023-02-08,W02,2023-02-17,2023-02-21,1
O001417,2023-10-18,W03,2023-10-25,2023-10-31,3
O001418,2023-05-11,W01,2023-05-14,2023-05-18,1
O001419,2023-08-17,W04,2023-08-26,2023-08-28,0
O001420,2023-04-18,W05,2023-04-25,2023-05-01,3
O001421,2023-06-21,W04,2023-06-28,2023-06-29,0
O001422,2023-04-12,W04,2023-04-19,2023-04-23,1
O001423,2023-12-20,W03,2023-12-22,2023-12-27,2
O001424,2023-01-12,W03,2023-01-16,2023-01-17,0
O001425,2023-10-02,W05,2023-10-10,2023-10-15,2
O001426,2023-04-11,W02,2023-04-13,2023-04-17,1
O001427,2023-02-13,W04,2023-02-17,2023-02-19,0
O001428,2023-11-01,W02,2023-11-09,2023-11-10,0
O001429,2023-01-17,W05,2023-01-20,2023-01-21,0
O001430,2023-11-26,W04,2023-12-02,2023-12-06,1
O001431,2023-02-26,W02,2023-02-28,2023-03-06,3
O001432,2023-11-07,W04,2023-11-15,2023-11-19,1
O001433,2023-10-30,W03,2023-11-07,2023-11-11,1
O001434,2023-01-12,W03,2023-01-13,2023-01-16,0
O001435,2023-11-14,W01,2023-11-17,2023-11-19,0
O001436,2023-03-21,W05,2023-03-23,2023-03-29,3
O001437,2023-08-04,W02,2023-08-11,2023-08-13,0
O001438,2023-12-05,W04,2023-12-12,2023-12-16,1
O001439,2023-09-21,W01,2023-09-25,2023-09-28,0
O001440,2023-05-29,W05,2023-06-06,2023-06-10,1
O001441,2023-03-22,W05,2023-03-25,2023-03-29,1
O001442,2023-08-03,W05,2023-08-12,2023-08-14,0
O001443,2023-07-17,W02,2023-07-22,2023-07-25,0
O001444,2023-07-19,W03,2023-07-21,2023-07-23,0
O001445,2023-01-25,W01,2023-02-03,2023-02-07,1
O001446,2023-03-30,W02,2023-03-31,2023-04-05,2
O001447,2023-09-25,W04,2023-10-03,2023-10-04,0
O001448,2023-05-23,W02,2023-05-29,2023-06-04,3
O001449,2023-02-28,W04,2023-03-01,2023-03-05,1
O001450,2023-12-31,W04,2024-01-04,2024-01-10,3
O001451,2023-01-26,W05,2023-01-29,2023-02-01,0
O001452,2023-02-16,W02,2023-02-23,2023-02-28,2
O001453,2023-10-15,W03,2023-10-22,2023-10-28,3
O001454,2023-09-23,W04,2023-09-29,2023-10-05,3
O001455,2023-01-16,W05,2023-01-24,2023-01-27,0
O001456,2023-07-18,W03,2023-07-25,2023-07-29,1
O001457,2023-10-09,W02,2023-10-13,2023-10-17,1
O001458,2023-03-27,W03,2023-04-03,2023-04-04,0
O001459,2023-09-07,W02,2023-09-08,2023-09-11,0
O001460,2023-09-27,W04,2023-09-30,2023-10-05,2
O001461,2023-12-01,W01,2023-12-03,2023-12-04,0
O001462,2023-04-27,W01,2023-05-04,2023-05-07,0
O001463,2023-01-07,W04,2023-01-16,2023-01-20,1
O001464,2023-05-17,W03,2023-05-22,2023-05-23,0
O001465,2023-06-25,W02,2023-07-04,2023-07-08,1
O001466,2023-11-24,W01,2023-12-02,2023-12-04,0
O001467,2023-11-11,W02,2023-11-12,2023-11-14,0
O001468,2023-08-03,W04,2023-08-05,2023-08-06,0
O001469,2023-03-23,W03,2023-03-29,2023-03-30,0
O001470,2023-08-11,W02,2023-08-16,2023-08-19,0
O001471,2023-04-13,W03,2023-04-20,2023-04-25,2
O001472,2023-09-30,W01,2023-10-09,2023-10-14,2
O001473,2023-01-14,W02,2023-01-18,2023-01-20,0
O001474,2023-06-08,W05,2023-06-16,2023-06-18,0
O001475,2023-06-01,W01,2023-06-05,2023-06-07,0
O001476,2023-04-18,W03,2023-04-21,2023-04-25,1
O001477,2023-07-07,W04,2023-07-09,2023-07-14,2
O001478,2023-10-28,W05,2023-11-05,2023-11-06,0
O001479,2023-04-08,W02,2023-04-16,2023-04-18,0
O001480,2023-05-11,W01,2023-05-14,2023-05-20,3
O001481,2023-10-20,W02,2023-10-21,2023-10-24,0
O001482,2023-06-20,W02,2023-06-26,2023-06-27,0
O001483,2023-07-02,W05,2023-07-07,2023-07-08,0
O001484,2023-12-30,W05,2024-01-07,2024-01-08,0
O001485,2023-02-08,W05,2023-02-14,2023-02-19,2
O001486,2023-01-15,W05,2023-01-19,2023-01-21,0
O001487,2023-01-04,W04,2023-01-06,2023-01-09,0
O001488,2023-12-15,W03,2023-12-23,2023-12-27,1
O001489,2023-07-29,W05,2023-08-03,2023-08-06,0
O001490,2023-06-10,W01,2023-06-18,2023-06-21,0
O001491,2023-01-16,W02,2023-01-21,2023-01-27,3
O001492,2023-04-18,W05,2023-04-24,2023-04-27,0
O001493,2023-11-07,W01,2023-11-12,2023-11-16,1
O001494,2023-08-15,W04,2023-08-18,2023-08-21,0
O001495,2023-06-19,W01,2023-06-27,2023-07-03,3
O001496,2023-02-03,W01,2023-02-06,2023-02-09,0
O001497,2023-09-08,W04,2023-09-12,2023-09-14,0
O001498,2023-09-04,W04,2023-09-10,2023-09-16,3
O001499,2023-09-26,W02,2023-09-28,2023-09-30,0
O001500,2023-05-21,W05,2023-05-28,2023-05-30,0
O001501,2023-10-01,W01,2023-10-06,2023-10-07,0
O001502,2023-04-06,W03,2023-04-11,2023-04-17,3
O001503,2023-08-15,W03,2023-08-20,2023-08-23,0
O001504,2023-02-08,W02,2023-02-10,2023-02-15,2
O001505,2023-10-29,W03,2023-11-07,2023-11-12,2
O001506,2023-01-29,W02,2023-02-01,2023-02-06,2
O001507,2023-11-14,W05,2023-11-21,2023-11-25,1
O001508,2023-09-02,W02,2023-09-07,2023-09-09,0
O001509,2023-08-24,W04,2023-08-29,2023-08-31,0
O001510,2023-07-04,W04,2023-07-08,2023-07-10,0
O001511,2023-09-29,W04,2023-10-05,2023-10-11,3
O001512,2023-08-24,W04,2023-08-31,2023-09-04,1
O001513,2023-08-27,W04,2023-09-03,2023-09-06,0
O001514,2023-09-23,W04,2023-10-01,2023-10-02,0
O001515,2023-12-25,W04,2023-12-30,2024-01-05,3
O001516,2023-12-06,W04,2023-12-13,2023-12-15,0
O001517,2023-03-06,W04,2023-03-10,2023-03-13,0
O001518,2023-06-26,W05,2023-07-05,2023-07-10,2
O001519,2023-01-03,W04,2023-01-08,2023-01-09,0
O001520,2023-05-22,W02,2023-05-25,2023-05-30,2
O001521,2023-06-07,W05,2023-06-12,2023-06-15,0
O001522,2023-11-20,W03,2023-11-29,2023-12-02,0
O001523,2023-05-26,W01,2023-06-03,2023-06-08,2
O001524,2023-10-20,W05,2023-10-21,2023-10-27,3
O001525,2023-06-02,W04,2023-06-07,2023-06-08,0
O001526,2023-07-12,W05,2023-07-18,2023-07-23,2
O001527,2023-03-14,W01,2023-03-16,2023-03-21,2
O001528,2023-11-01,W01,2023-11-07,2023-11-13,3
O001529,2023-12-10,W04,2023-12-19,2023-12-24,2
O001530,2023-05-20,W04,2023-05-24,2023-05-25,0
O001531,2023-07-06,W02,2023-07-09,2023-07-13,1
O001532,2023-10-20,W01,2023-10-29,2023-10-30,0
O001533,2023-03-02,W04,2023-03-04,2023-03-10,3
O001534,2023-07-17,W01,2023-07-26,2023-07-31,2
O001535,2023-10-22,W02,2023-10-24,2023-10-26,0
O001536,2023-11-15,W03,2023-11-18,2023-11-20,0
O001537,2023-10-29,W01,2023-11-05,2023-11-08,0
O001538,2023-12-10,W02,2023-12-12,2023-12-16,1
O001539,2023-01-11,W02,2023-01-12,2023-01-18,3
O001540,2023-03-03,W02,2023-03-12,2023-03-15,0
O001541,2023-11-29,W05,2023-12-05,2023-12-08,0
O001542,2023-08-14,W04,2023-08-23,2023-08-25,0
O001543,2023-06-02,W01,2023-06-05,2023-06-06,0
O001544,2023-07-18,W05,2023-07-21,2023-07-24,0
O001545,2023-02-21,W01,2023-02-24,2023-02-27,0
O001546,2023-09-17,W05,2023-09-19,2023-09-23,1
O001547,2023-02-28,W04,2023-03-06,2023-03-08,0
O001548,2023-03-13,W02,2023-03-16,2023-03-17,0
O001549,2023-05-28,W01,2023-06-02,2023-06-06,1
O001550,2023-12-15,W02,2023-12-20,2023-12-21,0
O001551,2023-03-04,W04,2023-03-07,2023-03-08,0
O001552,2023-11-06,W01,2023-11-09,2023-11-12,0
O001553,2023-08-31,W03,2023-09-01,2023-09-05,1
O001554,2023-11-26,W03,2023-12-02,2023-12-05,0
O001555,2023-04-17,W03,2023-04-20,2023-04-25,2
O001556,2023-08-14,W04,2023-08-15,2023-08-16,0
O001557,2023-11-09,W03,2023-11-18,2023-11-22,1
O001558,2023-08-06,W01,2023-08-07,2023-08-09,0
O001559,2023-08-29,W03,2023-09-03,2023-09-06,0
O001560,2023-09-16,W01,2023-09-21,2023-09-26,2
O001561,2023-09-19,W04,2023-09-21,2023-09-27,3
O001562,2023-01-05,W02,2023-01-06,2023-01-11,2
O001563,2023-09-18,W05,2023-09-24,2023-09-29,2
O001564,2023-02-23,W03,2023-03-02,2023-03-05,0
O001565,2023-02-16,W05,2023-02-25,2023-02-27,0
O001566,2023-08-03,W02,2023-08-11,2023-08-15,1
O001567,2023-06-26,W04,2023-06-29,2023-06-30,0
O001568,2023-01-09,W04,2023-01-18,2023-01-20,0
O001569,2023-04-09,W02,2023-04-10,2023-04-13,0
O001570,2023-01-20,W05,2023-01-26,2023-02-01,3
O001571,2023-08-29,W03,2023-08-31,2023-09-04,1
O001572,2023-03-02,W01,2023-03-11,2023-03-12,0
O001573,2023-06-27,W04,2023-07-06,2023-07-12,3
O001574,2023-12-04,W02,2023-12-12,2023-12-16,1
O001575,2023-03-03,W05,2023-03-10,2023-03-11,0
O001576,2023-05-25,W03,2023-05-31,2023-06-01,0
O001577,2023-08-04,W05,2023-08-06,2023-08-11,2
O001578,2023-01-03,W03,2023-01-07,2023-01-13,3
O001579,2023-06-09,W01,2023-06-16,2023-06-22,3
O001580,2023-08-15,W01,2023-08-21,2023-08-24,0
O001581,2023-09-26,W02,2023-10-05,2023-10-07,0
O001582,2023-04-30,W02,2023-05-05,2023-05-10,2
O001583,2023-03-30,W03,2023-04-05,2023-04-10,2
O001584,2023-11-25,W03,2023-12-01,2023-12-05,1
O001585,2023-03-09,W03,2023-03-17,2023-03-23,3
O001586,2023-12-23,W03,2023-12-31,2024-01-01,0
O001587,2023-04-08,W01,2023-04-14,2023-04-15,0
O001588,2023-09-24,W02,2023-10-02,2023-10-06,1
O001589,2023-04-15,W02,2023-04-22,2023-04-28,3
O001590,2023-11-19,W04,2023-11-20,2023-11-23,0
O001591,2023-05-03,W02,2023-05-08,2023-05-09,0
O001592,2023-01-29,W02,2023-02-03,2023-02-08,2
O001593,2023-05-17,W05,2023-05-26,2023-05-31,2
O001594,2023-07-14,W05,2023-07-21,2023-07-27,3
O001595,2023-08-14,W04,2023-08-21,2023-08-22,0
O001596,2023-11-28,W03,2023-11-30,2023-12-01,0
O001597,2023-06-19,W04,2023-06-27,2023-06-30,0
O001598,2023-01-09,W04,2023-01-12,2023-01-18,3
O001599,2023-02-09,W01,2023-02-18,2023-02-19,0
O001600,2023-01-25,W02,2023-01-31,2023-02-03,0
O001601,2023-09-18,W01,2023-09-27,2023-10-02,2
O001602,2023-08-14,W02,2023-08-23,2023-08-26,0
O001603,2023-05-04,W04,2023-05-11,2023-05-12,0
O001604,2023-02-07,W02,2023-02-15,2023-02-17,0
O001605,2023-11-24,W03,2023-11-26,2023-12-02,3
O001606,2023-09-08,W03,2023-09-13,2023-09-14,0
O001607,2023-06-25,W04,2023-06-28,2023-06-30,0
O001608,2023-03-31,W05,2023-04-01,2023-04-06,2
O001609,2023-02-06,W03,2023-02-12,2023-02-18,3
O001610,2023-11-12,W04,2023-11-21,2023-11-25,1
O001611,2023-06-25,W01,2023-06-27,2023-07-03,3
O001612,2023-10-11,W05,2023-10-20,2023-10-25,2
O001613,2023-03-22,W03,2023-03-30,2023-04-04,2
O001614,2023-04-24,W04,2023-05-03,2023-05-08,2
O001615,2023-02-09,W04,2023-02-14,2023-02-17,0
O001616,2023-10-28,W01,2023-10-30,2023-11-04,2
O001617,2023-08-12,W01,2023-08-18,2023-08-22,1
O001618,2023-11-14,W05,2023-11-21,2023-11-22,0
O001619,2023-12-15,W03,2023-12-18,2023-12-20,0
O001620,2023-04-25,W04,2023-05-01,2023-05-07,3
O001621,2023-07-05,W05,2023-07-11,2023-07-17,3
O001622,2023-11-19,W05,2023-11-27,2023-12-02,2
O001623,2023-02-25,W01,2023-02-26,2023-02-28,0
O001624,2023-02-09,W04,2023-02-13,2023-02-18,2
O001625,2023-12-20,W02,2023-12-21,2023-12-24,0
O001626,2023-02-09,W01,2023-02-17,2023-02-19,0
O001627,2023-12-13,W04,2023-12-15,2023-12-20,2
O001628,2023-08-25,W05,2023-09-02,2023-09-07,2
O001629,2023-10-16,W05,2023-10-19,2023-10-23,1
O001630,2023-09-19,W03,2023-09-27,2023-10-01,1
O001631,2023-08-04,W02,2023-08-10,2023-08-14,1
O001632,2023-05-27,W01,2023-05-28,2023-05-31,0
O001633,2023-12-02,W03,2023-12-09,2023-12-11,0
O001634,2023-06-17,W03,2023-06-24,2023-06-27,0
O001635,2023-04-02,W02,2023-04-08,2023-04-09,0
O001636,2023-12-19,W01,2023-12-20,2023-12-25,2
O001637,2023-02-28,W01,2023-03-05,2023-03-10,2
O001638,2023-02-28,W05,2023-03-01,2023-03-06,2
O001639,2023-10-31,W01,2023-11-01,2023-11-05,1
O001640,2023-06-18,W03,2023-06-24,2023-06-29,2
O001641,2023-09-26,W05,2023-10-04,2023-10-08,1
O001642,2023-12-29,W01,2023-12-30,2023-12-31,0
O001643,2023-02-14,W02,2023-02-16,2023-02-19,0
O001644,2023-12-11,W03,2023-12-16,2023-12-19,0
O001645,2023-06-30,W04,2023-07-08,2023-07-11,0
O001646,2023-06-19,W02,2023-06-23,2023-06-27,1
O001647,2023-12-22,W02,2023-12-27,2024-01-02,3
O001648,2023-07-10,W01,2023-07-15,2023-07-21,3
O001649,2023-06-04,W05,2023-06-07,2023-06-09,0
O001650,2023-07-07,W05,2023-07-13,2023-07-19,3
O001651,2023-01-07,W03,2023-01-12,2023-01-14,0
O001652,2023-05-13,W01,2023-05-15,2023-05-16,0
O001653,2023-08-23,W05,2023-08-27,2023-08-29,0
O001654,2023-02-14,W04,2023-02-18,2023-02-19,0
O001655,2023-11-10,W01,2023-11-17,2023-11-22,2
O001656,2023-09-06,W01,2023-09-13,2023-09-16,0
O001657,2023-01-31,W05,2023-02-09,2023-02-15,3
O001658,2023-01-23,W02,2023-01-25,2023-01-29,1
O001659,2023-06-09,W01,2023-06-15,2023-06-16,0
O001660,2023-12-29,W02,2023-12-31,2024-01-06,3
O001661,2023-06-07,W03,2023-06-16,2023-06-20,1
O001662,2023-02-08,W03,2023-02-10,2023-02-14,1
O001663,2023-03-23,W05,2023-03-29,2023-04-01,0
O001664,2023-12-22,W03,2023-12-30,2024-01-04,2
O001665,2023-09-15,W05,2023-09-21,2023-09-26,2
O001666,2023-07-25,W05,2023-07-28,2023-07-30,0
O001667,2023-03-18,W02,2023-03-23,2023-03-29,3
O001668,2023-01-12,W02,2023-01-16,2023-01-21,2
O001669,2023-10-22,W03,2023-10-23,2023-10-26,0
O001670,2023-08-12,W02,2023-08-17,2023-08-23,3
O001671,2023-01-13,W01,2023-01-18,2023-01-22,1
O001672,2023-02-15,W04,2023-02-22,2023-02-23,0
O001673,2023-06-04,W01,2023-06-11,2023-06-12,0
O001674,2023-04-23,W01,2023-04-25,2023-04-30,2
O001675,2023-08-21,W05,2023-08-25,2023-08-27,0
O001676,2023-01-17,W04,2023-01-18,2023-01-19,0
O001677,2023-12-26,W05,2023-12-31,2024-01-02,0
O001678,2023-08-11,W02,2023-08-16,2023-08-17,0
O001679,2023-12-20,W02,2023-12-24,2023-12-26,0
O001680,2023-07-07,W04,2023-07-14,2023-07-16,0
O001681,2023-12-10,W03,2023-12-16,2023-12-20,1
O001682,2023-12-31,W02,2024-01-03,2024-01-06,0
O001683,2023-06-12,W01,2023-06-14,2023-06-15,0
O001684,2023-11-22,W04,2023-11-26,2023-12-02,3
O001685,2023-03-15,W04,2023-03-24,2023-03-29,2
O001686,2023-08-21,W02,2023-08-26,2023-08-29,0
O001687,2023-08-12,W02,2023-08-13,2023-08-17,1
O001688,2023-11-15,W05,2023-11-18,2023-11-22,1
O001689,2023-03-01,W05,2023-03-10,2023-03-14,1
O001690,2023-12-01,W01,2023-12-08,2023-12-13,2
O001691,2023-08-10,W04,2023-08-13,2023-08-14,0
O001692,2023-02-06,W03,2023-02-07,2023-02-08,0
O001693,2023-10-05,W03,2023-10-09,2023-10-11,0
O001694,2023-07-15,W04,2023-07-24,2023-07-26,0
O001695,2023-12-18,W01,2023-12-25,2023-12-31,3
O001696,2023-08-30,W05,2023-09-04,2023-09-06,0
O001697,2023-11-20,W05,2023-11-26,2023-12-01,2
O001698,2023-08-07,W05,2023-08-08,2023-08-11,0
O001699,2023-07-11,W03,2023-07-18,2023-07-19,0
O001700,2023-01-17,W03,2023-01-22,2023-01-24,0
O001701,2023-01-12,W01,2023-01-19,2023-01-24,2
O001702,2023-07-12,W03,2023-07-17,2023-07-22,2
O001703,2023-01-22,W02,2023-01-27,2023-02-02,3
O001704,2023-04-30,W03,2023-05-03,2023-05-05,0
O001705,2023-07-29,W05,2023-08-03,2023-08-09,3
O001706,2023-11-02,W01,2023-11-10,2023-11-14,1
O001707,2023-09-27,W04,2023-10-05,2023-10-09,1
O001708,2023-07-11,W04,2023-07-13,2023-07-17,1
O001709,2023-06-24,W01,2023-06-25,2023-06-27,0
O001710,2023-10-12,W02,2023-10-14,2023-10-19,2
O001711,2023-07-23,W04,2023-07-30,2023-08-04,2
O001712,2023-06-13,W05,2023-06-16,2023-06-17,0
O001713,2023-09-08,W04,2023-09-16,2023-09-20,1
O001714,2023-08-15,W04,2023-08-19,2023-08-21,0
O001715,2023-01-07,W05,2023-01-15,2023-01-16,0
O001716,2023-01-29,W03,2023-01-31,2023-02-05,2
O001717,2023-02-02,W02,2023-02-07,2023-02-08,0
O001718,2023-05-14,W05,2023-05-20,2023-05-24,1
O001719,2023-03-20,W05,2023-03-21,2023-03-24,0
O001720,2023-02-27,W01,2023-02-28,2023-03-04,1
O001721,2023-01-26,W02,2023-02-04,2023-02-08,1
O001722,2023-08-14,W03,2023-08-19,2023-08-21,0
O001723,2023-10-12,W05,2023-10-16,2023-10-19,0
O001724,2023-01-04,W03,2023-01-05,2023-01-11,3
O001725,2023-04-09,W05,2023-04-12,2023-04-15,0
O001726,2023-02-08,W05,2023-02-12,2023-02-15,0
O001727,2023-09-28,W01,2023-10-03,2023-10-08,2
O001728,2023-10-12,W04,2023-10-17,2023-10-18,0
O001729,2023-06-06,W02,2023-06-14,2023-06-19,2
O001730,2023-03-16,W01,2023-03-19,2023-03-25,3
O001731,2023-10-15,W03,2023-10-22,2023-10-25,0
O001732,2023-05-10,W05,2023-05-16,2023-05-18,0
O001733,2023-06-24,W05,2023-06-30,2023-07-06,3
O001734,2023-03-25,W02,2023-04-03,2023-04-07,1
O001735,2023-01-22,W01,2023-01-29,2023-02-02,1
